srcLabelIx,srcLabelName,dstLabelId
705,Brachygalba albogularis,2218
706,Brachygalba lugubris,2220
707,Brachypodius eutilotus,2223
708,Brachypodius melanocephalos,10200
709,Brachypodius melanoleucos,2226
710,Brachypodius priocephalus,10202
711,Brachypodius urostictus,2228
712,Brachypteryx cruralis,2231
713,Brachypteryx goodfellowi,2235
714,Brachypteryx hyperythra,2236
715,Brachypteryx leucophris,2237
716,Brachypteryx montana,2232
717,Brachyramphus marmoratus,2242
718,Bradornis microrhynchus,2252
719,Bradypterus baboecala,2263
720,Bradypterus barratti,2265
721,Bradypterus brunneus,2266
722,Bradypterus carpalis,2267
723,Bradypterus cinnamomeus,2269
724,Bradypterus lopezi,2272
725,Bradypterus sylvaticus,2274
726,Branta bernicla,2276
727,Branta canadensis,2277
728,Branta hutchinsii,2278
729,Branta leucopsis,2279
730,Branta sandvicensis,2281
731,Brotogeris chiriri,2301
732,Brotogeris chrysoptera,2302
733,Brotogeris cyanoptera,2303
734,Brotogeris jugularis,2304
735,Brotogeris pyrrhoptera,2305
736,Brotogeris sanctithomae,2306
737,Brotogeris tirica,2307
738,Brotogeris versicolurus,2308
739,Bubalornis albirostris,2319
740,Bubalornis niger,2320
741,Bubo africanus,2322
742,Bubo bengalensis,2325
743,Bubo bubo,2328
744,Bubo coromandus,2331
745,Bubo lacteus,2332
746,Bubo nipalensis,2337
747,Bubo scandiacus,2342
748,Bubo sumatranus,2345
749,Bubo virginianus,2346
750,Bubulcus ibis,1443
751,Bucanetes githagineus,2349
752,Buccanodon duchaillui,2351
753,Bucco capensis,2352
754,Bucco macrodactylus,2353
755,Bucco tamatia,2355
756,Bucephala albeola,2356
757,Bucephala clangula,2357
758,Bucephala islandica,2358
759,Buceros bicornis,2360
760,Buceros hydrocorax,2361
761,Buceros rhinoceros,2362
762,Buceros vigil,2363
763,Bucorvus leadbeateri,2366
764,Bulweria bulwerii,2400
765,Buphagus africanus,2404
766,Buphagus erythrorynchus,2405
767,Burhinus bistriatus,2414
768,Burhinus capensis,2415
769,Burhinus grallarius,2416
770,Burhinus indicus,2417
771,Burhinus oedicnemus,2418
772,Burhinus senegalensis,2419
773,Burhinus superciliaris,2420
774,Burhinus vermiculatus,2421
775,Busarellus nigricollis,2422
776,Butastur indicus,2423
777,Butastur teesa,2426
778,Buteo albigula,2428
779,Buteo albonotatus,2429
780,Buteo augur,2430
781,Buteo brachypterus,2433
782,Buteo brachyurus,2434
783,Buteo buteo,2435
784,Buteo jamaicensis,2438
785,Buteo japonicus,2439
786,Buteo lagopus,2440
787,Buteo lineatus,2441
788,Buteo nitidus,2442
789,Buteo oreophilus,2444
790,Buteo plagiatus,2443
791,Buteo platypterus,2445
792,Buteo regalis,2448
793,Buteo ridgwayi,2449
794,Buteo solitarius,2453
795,Buteo swainsoni,2454
796,Buteogallus anthracinus,2458
797,Buteogallus coronatus,2459
798,Buteogallus meridionalis,2462
799,Buteogallus schistaceus,2463
800,Buteogallus solitarius,2464
801,Buteogallus urubitinga,2465
802,Buthraupis montana,2466
803,Butorides striata,2467
804,Butorides virescens,2468
805,Bycanistes albotibialis,2469
806,Bycanistes brevis,2470
807,Bycanistes bucinator,2471
808,Bycanistes fistulator,2473
809,Bycanistes subcylindricus,2474
810,Cacatua alba,2481
811,Cacatua ducorpsii,2484
812,Cacatua galerita,2485
813,Cacatua goffiniana,2486
814,Cacatua sanguinea,2492
815,Cacatua tenuirostris,2493
816,Cacicus cela,2494
817,Cacicus chrysonotus,2495
818,Cacicus chrysopterus,2497
819,Cacicus haemorrhous,2498
820,Cacicus latirostris,2500
821,Cacicus oseryi,2504
822,Cacicus solitarius,2506
823,Cacicus uropygialis,2503
824,Cacomantis castaneiventris,2510
825,Cacomantis flabelliformis,2511
826,Cacomantis leucolophus,2512
827,Cacomantis merulinus,2514
828,Cacomantis pallidus,2515
829,Cacomantis passerinus,2517
830,Cacomantis sonneratii,2521
831,Cacomantis variolosus,2519
832,Cairina moschata,2542
833,Calamanthus fuliginosus,2546
834,Calamonastes fasciolatus,2549
835,Calamonastes simplex,2550
836,Calamonastes stierlingi,2551
837,Calamospiza melanocorys,2555
838,Calandrella acutirostris,2558
839,Calandrella brachydactyla,2561
840,Calandrella cinerea,2563
841,Calandrella dukhunensis,2562
842,Calcarius lapponicus,2565
843,Calcarius ornatus,2566
844,Calcarius pictus,2567
845,Calendulauda africanoides,2568
846,Calendulauda albescens,2569
847,Calendulauda alopex,2570
848,Calendulauda poecilosterna,2576
849,Calendulauda sabota,2577
850,Calicalicus madagascariensis,2581
851,Calidris acuminata,2583
852,Calidris alba,2584
853,Calidris alpina,2585
854,Calidris bairdii,2586
855,Calidris canutus,2587
856,Calidris falcinellus,2588
857,Calidris ferruginea,2590
858,Calidris fuscicollis,2591
859,Calidris himantopus,2592
860,Calidris maritima,2593
861,Calidris mauri,2594
862,Calidris melanotos,2595
863,Calidris minuta,2596
864,Calidris minutilla,2597
865,Calidris ptilocnemis,2598
866,Calidris pugnax,2599
867,Calidris pusilla,2601
868,Calidris pygmaea,2602
869,Calidris ruficollis,2603
870,Calidris subminuta,2604
871,Calidris subruficollis,2605
872,Calidris temminckii,2606
873,Calidris tenuirostris,2607
874,Calidris virgata,2608
875,Caligavis chrysops,2609
876,Caligavis subfrenata,2611
877,Callacanthis burtoni,2613
878,Callaeas wilsoni,2615
879,Calliope calliope,2646
880,Calliope pectardens,2649
881,Calliope pectoralis,2650
882,Calliope tschebaiewi,2651
883,Callipepla californica,2652
884,Callipepla douglasii,2653
885,Callipepla gambelii,2654
886,Callipepla squamata,2655
887,Callocephalon fimbriatum,2676
888,Calocitta colliei,2696
889,Calocitta formosa,2698
890,Calonectris diomedea,2703
891,Caloramphus fuliginosus,2707
892,Calothorax lucifer,2709
893,Calypte anna,2713
894,Calypte costae,2714
895,Calyptomena viridis,2718
896,Calyptomena whiteheadi,2719
897,Calyptophilus frugivorus,2720
898,Calyptophilus tertius,2721
899,Calyptorhynchus banksii,2722
900,Calyptorhynchus funereus,2723
901,Calyptorhynchus lathami,2724
902,Calyptorhynchus latirostris,2725
903,Camaroptera brachyura,2731
904,Camaroptera chloronota,2733
905,Camaroptera superciliaris,2735
906,Campephaga flava,2738
907,Campephaga quiscalina,2741
908,Campephilus gayaquilensis,2742
909,Campephilus guatemalensis,2743
910,Campephilus haematogaster,2744
911,Campephilus leucopogon,2745
912,Campephilus magellanicus,2746
913,Campephilus melanoleucos,2747
914,Campephilus pollens,2748
915,Campephilus robustus,2750
916,Campephilus rubricollis,2751
917,Campethera abingoni,2752
918,Campethera cailliautii,2754
919,Campethera mombassica,2756
