label_id,label_type,name,name_type,name_source
3268,species,Ceyx wallacii,scientific,SpeciesMapping_11
3268,species,Sula Dwarf-Kingfisher,common_en,SpeciesMapping_11
3268,species,vardwk2,ml_species_code,SpeciesMapping_11
3269,species,Chacophrys pierottii,scientific,SpeciesMapping_11
3270,species,Chaenomeles speciosa,scientific,SpeciesMapping_11
3271,species,Chaerephon plicatus,scientific,SpeciesMapping_11
3271,species,Wrinkle-lipped Free-tailed Bat,common_en,SpeciesMapping_11
3271,species,t-12036279,ml_species_code,SpeciesMapping_11
3272,species,Mops pumilus,scientific,SpeciesMapping_11
3273,species,Chaetocercus astreans,scientific,SpeciesMapping_11
3273,species,Santa Marta Woodstar,common_en,SpeciesMapping_11
3273,species,samwoo2,ml_species_code,SpeciesMapping_11
3274,species,Chaetocercus berlepschi,scientific,SpeciesMapping_11
3274,species,Esmeraldas Woodstar,common_en,SpeciesMapping_11
3274,species,esmwoo2,ml_species_code,SpeciesMapping_11
3275,species,Chaetocercus bombus,scientific,SpeciesMapping_11
3275,species,Little Woodstar,common_en,SpeciesMapping_11
3275,species,litwoo5,ml_species_code,SpeciesMapping_11
3276,species,Chaetocercus heliodor,scientific,SpeciesMapping_11
3276,species,Gorgeted Woodstar,common_en,SpeciesMapping_11
3276,species,gorwoo2,ml_species_code,SpeciesMapping_11
3277,species,Chaetocercus jourdanii,scientific,SpeciesMapping_11
3277,species,Rufous-shafted Woodstar,common_en,SpeciesMapping_11
3277,species,ruswoo1,ml_species_code,SpeciesMapping_11
3278,species,Chaetocercus mulsant,scientific,SpeciesMapping_11
3278,species,White-bellied Woodstar,common_en,SpeciesMapping_11
3278,species,whbwoo6,ml_species_code,SpeciesMapping_11
3279,species,Chaetodipterus faber,scientific,SpeciesMapping_11
3279,species,t-10921218,ml_species_code,SpeciesMapping_11
3280,species,Chaetops aurantius,scientific,SpeciesMapping_11
3280,species,Drakensberg Rockjumper,common_en,SpeciesMapping_11
3280,species,orbroc1,ml_species_code,SpeciesMapping_11
3281,species,Cape Rockjumper,common_en,SpeciesMapping_11
3281,species,Chaetops frenatus,scientific,SpeciesMapping_11
3281,species,rufroc1,ml_species_code,SpeciesMapping_11
3282,species,Chaetorhynchus papuensis,scientific,SpeciesMapping_11
3282,species,Drongo Fantail,common_en,SpeciesMapping_11
3282,species,papdro1,ml_species_code,SpeciesMapping_11
3283,species,Bristled Grassbird,common_en,SpeciesMapping_11
3283,species,Schoenicola striatus,scientific,SpeciesMapping_11
3283,species,brigra2,ml_species_code,SpeciesMapping_11
3284,species,Ashy-tailed Swift,common_en,SpeciesMapping_11
3284,species,Chaetura andrei,scientific,SpeciesMapping_11
3284,species,astswi1,ml_species_code,SpeciesMapping_11
3285,species,Chaetura brachyura,scientific,SpeciesMapping_11
3285,species,Short-tailed Swift,common_en,SpeciesMapping_11
3285,species,shtswi1,ml_species_code,SpeciesMapping_11
3286,species,Chaetura chapmani,scientific,SpeciesMapping_11
3286,species,Chapman's Swift,common_en,SpeciesMapping_11
3286,species,chaswi2,ml_species_code,SpeciesMapping_11
3287,species,Chaetura cinereiventris,scientific,SpeciesMapping_11
3287,species,Gray-rumped Swift,common_en,SpeciesMapping_11
3287,species,grrswi1,ml_species_code,SpeciesMapping_11
3288,species,Chaetura egregia,scientific,SpeciesMapping_11
3288,species,Pale-rumped Swift,common_en,SpeciesMapping_11
3288,species,parswi1,ml_species_code,SpeciesMapping_11
3289,species,Chaetura fumosa,scientific,SpeciesMapping_11
3289,species,Costa Rican Swift,common_en,SpeciesMapping_11
3289,species,corswi,ml_species_code,SpeciesMapping_11
3290,species,Chaetura martinica,scientific,SpeciesMapping_11
3290,species,Lesser Antillean Swift,common_en,SpeciesMapping_11
3290,species,leaswi1,ml_species_code,SpeciesMapping_11
3291,species,Chaetura meridionalis,scientific,SpeciesMapping_11
3291,species,Sick's Swift,common_en,SpeciesMapping_11
3291,species,sicswi1,ml_species_code,SpeciesMapping_11
3292,species,Chaetura pelagica,scientific,SpeciesMapping_11
3292,species,Chimney Swift,common_en,SpeciesMapping_11
3292,species,chiswi,ml_species_code,SpeciesMapping_11
3293,species,Band-rumped Swift,common_en,SpeciesMapping_11
3293,species,Chaetura spinicaudus,scientific,SpeciesMapping_11
3293,species,barswi,ml_species_code,SpeciesMapping_11
3294,species,Chaetura vauxi,scientific,SpeciesMapping_11
3294,species,Vaux's Swift,common_en,SpeciesMapping_11
3294,species,vauswi,ml_species_code,SpeciesMapping_11
3295,species,Phoenicurus leucocephalus,scientific,SpeciesMapping_11
3295,species,White-capped Redstart,common_en,SpeciesMapping_11
3295,species,whcred1,ml_species_code,SpeciesMapping_11
3296,species,Chalcites basalis,scientific,SpeciesMapping_11
3296,species,Chrysococcyx basalis,scientific,SpeciesMapping_11
3296,species,Horsfield's Bronze-Cuckoo,common_en,SpeciesMapping_11
3296,species,hobcuc1,ml_species_code,SpeciesMapping_11
3299,species,Chalcites lucidus,scientific,SpeciesMapping_11
3299,species,Chrysococcyx lucidus,scientific,SpeciesMapping_11
3299,species,Shining Bronze-Cuckoo,common_en,SpeciesMapping_11
3299,species,shbcuc1,ml_species_code,SpeciesMapping_11
3303,species,Chalcites crassirostris,scientific,SpeciesMapping_11
3303,species,Chalcites minutillus,scientific,SpeciesMapping_11
3303,species,Chrysococcyx minutillus,scientific,SpeciesMapping_11
3303,species,Little Bronze-Cuckoo,common_en,SpeciesMapping_11
3303,species,Pied Bronze-Cuckoo,common_en,SpeciesMapping_11
3303,species,libcuc1,ml_species_code,SpeciesMapping_11
3303,species,litbrc5,ml_species_code,SpeciesMapping_11
3305,species,Black-eared Cuckoo,common_en,SpeciesMapping_11
3305,species,Chalcites osculans,scientific,SpeciesMapping_11
3305,species,Chrysococcyx osculans,scientific,SpeciesMapping_11
3305,species,blecuc1,ml_species_code,SpeciesMapping_11
3307,species,Chalcites ruficollis,scientific,SpeciesMapping_11
3307,species,Chrysococcyx ruficollis,scientific,SpeciesMapping_11
3307,species,Rufous-throated Bronze-Cuckoo,common_en,SpeciesMapping_11
3307,species,rtbcuc1,ml_species_code,SpeciesMapping_11
3309,species,Buff-throated Sunbird,common_en,SpeciesMapping_11
3309,species,Chalcomitra adelberti,scientific,SpeciesMapping_11
3309,species,butsun2,ml_species_code,SpeciesMapping_11
3310,species,Amethyst Sunbird,common_en,SpeciesMapping_11
3310,species,Chalcomitra amethystina,scientific,SpeciesMapping_11
3310,species,amesun2,ml_species_code,SpeciesMapping_11
3311,species,Chalcomitra balfouri,scientific,SpeciesMapping_11
3311,species,Socotra Sunbird,common_en,SpeciesMapping_11
3311,species,socsun2,ml_species_code,SpeciesMapping_11
3312,species,Carmelite Sunbird,common_en,SpeciesMapping_11
3312,species,Chalcomitra fuliginosa,scientific,SpeciesMapping_11
3312,species,carsun2,ml_species_code,SpeciesMapping_11
3313,species,Chalcomitra hunteri,scientific,SpeciesMapping_11
3313,species,Hunter's Sunbird,common_en,SpeciesMapping_11
3313,species,hunsun2,ml_species_code,SpeciesMapping_11
3314,species,Chalcomitra rubescens,scientific,SpeciesMapping_11
3314,species,Green-throated Sunbird,common_en,SpeciesMapping_11
3314,species,gntsun1,ml_species_code,SpeciesMapping_11
3315,species,Chalcomitra senegalensis,scientific,SpeciesMapping_11
3315,species,Scarlet-chested Sunbird,common_en,SpeciesMapping_11
3315,species,sccsun2,ml_species_code,SpeciesMapping_11
3316,species,Chalcoparia singalensis,scientific,SpeciesMapping_11
3316,species,Ruby-cheeked Sunbird,common_en,SpeciesMapping_11
3316,species,rucsun2,ml_species_code,SpeciesMapping_11
3317,species,Asian Emerald Dove,common_en,SpeciesMapping_11
3317,species,Chalcophaps indica,scientific,SpeciesMapping_11
3317,species,emedov2,ml_species_code,SpeciesMapping_11
3318,species,Chalcophaps longirostris,scientific,SpeciesMapping_11
3318,species,Pacific Emerald Dove,common_en,SpeciesMapping_11
3318,species,emedov3,ml_species_code,SpeciesMapping_11
3319,species,Chalcophaps stephani,scientific,SpeciesMapping_11
3319,species,Stephan's Dove,common_en,SpeciesMapping_11
3319,species,stedov1,ml_species_code,SpeciesMapping_11
3320,species,Chalcophora virginiensis,scientific,SpeciesMapping_11
3321,species,Black Lory,common_en,SpeciesMapping_11
3321,species,Chalcopsitta atra,scientific,SpeciesMapping_11
3321,species,blalor1,ml_species_code,SpeciesMapping_11
3322,species,Cardinal Lory,common_en,SpeciesMapping_11
3322,species,Chalcopsitta cardinalis,scientific,SpeciesMapping_11
3322,species,Pseudeos cardinalis,scientific,SpeciesMapping_11
3322,species,carlor1,ml_species_code,SpeciesMapping_11
3324,species,Brown Lory,common_en,SpeciesMapping_11
3324,species,Chalcopsitta duivenbodei,scientific,SpeciesMapping_11
3324,species,brolor1,ml_species_code,SpeciesMapping_11
3325,species,Chalcopsitta fuscata,scientific,SpeciesMapping_11
3325,species,Dusky Lory,common_en,SpeciesMapping_11
3325,species,duslor1,ml_species_code,SpeciesMapping_11
3326,species,Chalcopsitta scintillata,scientific,SpeciesMapping_11
3326,species,Chalcopsitta sintillata,scientific,SpeciesMapping_11
3326,species,Yellow-streaked Lory,common_en,SpeciesMapping_11
3326,species,yeslor1,ml_species_code,SpeciesMapping_11
3328,species,Chalcorana chalconota,scientific,SpeciesMapping_11
3329,species,Chalcostigma herrani,scientific,SpeciesMapping_11
3329,species,Rainbow-bearded Thornbill,common_en,SpeciesMapping_11
3329,species,rabtho1,ml_species_code,SpeciesMapping_11
3330,species,Bronze-tailed Thornbill,common_en,SpeciesMapping_11
3330,species,Chalcostigma heteropogon,scientific,SpeciesMapping_11
3330,species,brttho1,ml_species_code,SpeciesMapping_11
3331,species,Chalcostigma olivaceum,scientific,SpeciesMapping_11
3331,species,Olivaceous Thornbill,common_en,SpeciesMapping_11
3331,species,olitho1,ml_species_code,SpeciesMapping_11
3332,species,Chalcostigma ruficeps,scientific,SpeciesMapping_11
3332,species,Rufous-capped Thornbill,common_en,SpeciesMapping_11
3332,species,ructho1,ml_species_code,SpeciesMapping_11
3333,species,Blue-mantled Thornbill,common_en,SpeciesMapping_11
3333,species,Chalcostigma stanleyi,scientific,SpeciesMapping_11
3333,species,blmtho1,ml_species_code,SpeciesMapping_11
3334,species,Chalcothraupis ruficervix,scientific,SpeciesMapping_11
3334,species,Golden-naped Tanager,common_en,SpeciesMapping_11
3334,species,gontan1,ml_species_code,SpeciesMapping_11
3335,species,Chalinolobus dwyeri,scientific,SpeciesMapping_11
3335,species,large-eared pied bat,common_en,SpeciesMapping_11
3335,species,t-11072640,ml_species_code,SpeciesMapping_11
3336,species,Chalinolobus gouldii,scientific,SpeciesMapping_11
3336,species,Gould's wattled bat,common_en,SpeciesMapping_11
3336,species,t-11070221,ml_species_code,SpeciesMapping_11
3337,species,Chalinolobus morio,scientific,SpeciesMapping_11
3338,species,Chalinolobus tuberculatus,scientific,SpeciesMapping_11
3339,species,Chalybura buffonii,scientific,SpeciesMapping_11
3339,species,White-vented Plumeleteer,common_en,SpeciesMapping_11
3339,species,whvplu1,ml_species_code,SpeciesMapping_11
3340,species,Bronze-tailed Plumeleteer,common_en,SpeciesMapping_11
3340,species,Chalybura urochrysia,scientific,SpeciesMapping_11
3340,species,brtplu1,ml_species_code,SpeciesMapping_11
3341,species,Chamaea fasciata,scientific,SpeciesMapping_11
3341,species,Wrentit,common_en,SpeciesMapping_11
3341,species,wrenti,ml_species_code,SpeciesMapping_11
3342,species,Chamaecrista fasciculata,scientific,SpeciesMapping_11
3343,species,Chamaecyparis thyoides,scientific,SpeciesMapping_11
3344,species,Chamaeleo dilepis,scientific,SpeciesMapping_11
3345,species,Chamaenerion angustifolium,scientific,SpeciesMapping_11
3346,species,Chamaepetes goudotii,scientific,SpeciesMapping_11
3346,species,Sickle-winged Guan,common_en,SpeciesMapping_11
3346,species,siwgua1,ml_species_code,SpeciesMapping_11
3347,species,Black Guan,common_en,SpeciesMapping_11
3347,species,Chamaepetes unicolor,scientific,SpeciesMapping_11
3347,species,blagua1,ml_species_code,SpeciesMapping_11
3348,species,Chamaetylas choloensis,scientific,SpeciesMapping_11
3348,species,Thyolo Alethe,common_en,SpeciesMapping_11
3348,species,choale1,ml_species_code,SpeciesMapping_11
3349,species,Chamaetylas fuelleborni,scientific,SpeciesMapping_11
3349,species,White-chested Alethe,common_en,SpeciesMapping_11
3349,species,whcale1,ml_species_code,SpeciesMapping_11
3350,species,African Dusky Flycatcher,common_en,SpeciesMapping_11
3350,species,Muscicapa adusta,scientific,SpeciesMapping_11
3350,species,afdfly1,ml_species_code,SpeciesMapping_11
3351,species,Brown-chested Alethe,common_en,SpeciesMapping_11
3351,species,Chamaetylas poliocephala,scientific,SpeciesMapping_11
3351,species,brcale1,ml_species_code,SpeciesMapping_11
3352,species,Chamaetylas poliophrys,scientific,SpeciesMapping_11
3352,species,Red-throated Alethe,common_en,SpeciesMapping_11
3352,species,retale1,ml_species_code,SpeciesMapping_11
3353,species,Chamaeza campanisona,scientific,SpeciesMapping_11
3353,species,Short-tailed Antthrush,common_en,SpeciesMapping_11
3353,species,shtant1,ml_species_code,SpeciesMapping_11
3354,species,Chamaeza meruloides,scientific,SpeciesMapping_11
3354,species,Such's Antthrush,common_en,SpeciesMapping_11
3354,species,sucant1,ml_species_code,SpeciesMapping_11
3355,species,Barred Antthrush,common_en,SpeciesMapping_11
3355,species,Chamaeza mollissima,scientific,SpeciesMapping_11
3355,species,barant2,ml_species_code,SpeciesMapping_11
3356,species,Chamaeza nobilis,scientific,SpeciesMapping_11
3356,species,Striated Antthrush,common_en,SpeciesMapping_11
3356,species,strant3,ml_species_code,SpeciesMapping_11
3357,species,Chamaeza ruficauda,scientific,SpeciesMapping_11
3357,species,Rufous-tailed Antthrush,common_en,SpeciesMapping_11
3357,species,rutant2,ml_species_code,SpeciesMapping_11
3358,species,Chamaeza turdina,scientific,SpeciesMapping_11
3358,species,Schwartz's Antthrush,common_en,SpeciesMapping_11
3358,species,schant1,ml_species_code,SpeciesMapping_11
3359,species,Chaperina fusca,scientific,SpeciesMapping_11
3359,species,t-11039641,ml_species_code,SpeciesMapping_11
3360,species,Charadrahyla juanitae,scientific,SpeciesMapping_11
3361,species,Charadrahyla nephila,scientific,SpeciesMapping_11
3361,species,t-11142019,ml_species_code,SpeciesMapping_11
3362,species,Charadrius alticola,scientific,SpeciesMapping_11
3363,species,Charadrius bicinctus,scientific,SpeciesMapping_11
3364,species,Charadrius collaris,scientific,SpeciesMapping_11
3365,species,Charadrius dealbatus,scientific,SpeciesMapping_11
3366,species,Charadrius dubius,scientific,SpeciesMapping_11
3367,species,Charadrius falklandicus,scientific,SpeciesMapping_11
3368,species,Charadrius forbesi,scientific,SpeciesMapping_11
3369,species,Charadrius hiaticula,scientific,SpeciesMapping_11
3369,species,Common Ringed Plover,common_en,SpeciesMapping_11
3369,species,corplo,ml_species_code,SpeciesMapping_11
3370,species,Charadrius javanicus,scientific,SpeciesMapping_11
3371,species,Charadrius marginatus,scientific,SpeciesMapping_11
3372,species,Charadrius melanops,scientific,SpeciesMapping_11
3372,species,Elseyornis melanops,scientific,SpeciesMapping_11
3374,species,Charadrius melodus,scientific,SpeciesMapping_11
3374,species,Piping Plover,common_en,SpeciesMapping_11
3374,species,pipplo,ml_species_code,SpeciesMapping_11
3375,species,Charadrius modestus,scientific,SpeciesMapping_11
3375,species,Rufous-chested Dotterel,common_en,SpeciesMapping_11
3375,species,Zonibyx modestus,scientific,SpeciesMapping_11
3375,species,rucdot1,ml_species_code,SpeciesMapping_11
3377,species,Charadrius mongolus,scientific,SpeciesMapping_11
3378,species,Charadrius montanus,scientific,SpeciesMapping_11
3379,species,Charadrius morinellus,scientific,SpeciesMapping_11
3379,species,Eudromias morinellus,scientific,SpeciesMapping_11
3379,species,Eurasian Dotterel,common_en,SpeciesMapping_11
3379,species,eurdot,ml_species_code,SpeciesMapping_11
3381,species,Charadrius nivosus,scientific,SpeciesMapping_11
3382,species,Charadrius obscurus,scientific,SpeciesMapping_11
3383,species,Charadrius pallidus,scientific,SpeciesMapping_11
3384,species,Charadrius pecuarius,scientific,SpeciesMapping_11
3385,species,Charadrius peronii,scientific,SpeciesMapping_11
3386,species,Charadrius placidus,scientific,SpeciesMapping_11
3387,species,Charadrius ruficapillus,scientific,SpeciesMapping_11
3388,species,Charadrius sanctaehelenae,scientific,SpeciesMapping_11
3389,species,Charadrius semipalmatus,scientific,SpeciesMapping_11
3389,species,Semipalmated Plover,common_en,SpeciesMapping_11
3389,species,semplo,ml_species_code,SpeciesMapping_11
3390,species,Charadrius thoracicus,scientific,SpeciesMapping_11
3391,species,Charadrius tricollaris,scientific,SpeciesMapping_11
3392,species,Charadrius veredus,scientific,SpeciesMapping_11
3393,species,Charadrius vociferus,scientific,SpeciesMapping_11
3393,species,Killdeer,common_en,SpeciesMapping_11
3393,species,killde,ml_species_code,SpeciesMapping_11
3394,species,Charadrius wilsonia,scientific,SpeciesMapping_11
3395,species,Charaxes cithaeron,scientific,SpeciesMapping_11
3396,species,Charina bottae,scientific,SpeciesMapping_11
3397,species,Charitospiza eucosma,scientific,SpeciesMapping_11
3397,species,Coal-crested Finch,common_en,SpeciesMapping_11
3397,species,cocfin2,ml_species_code,SpeciesMapping_11
3398,species,Charminetta wilhelminae,scientific,SpeciesMapping_11
3398,species,Pygmy Lorikeet,common_en,SpeciesMapping_11
3398,species,pyglor1,ml_species_code,SpeciesMapping_11
3399,species,Charmosyna josefinae,scientific,SpeciesMapping_11
3399,species,Josephine's Lorikeet,common_en,SpeciesMapping_11
3399,species,joslor1,ml_species_code,SpeciesMapping_11
3400,species,Meek's Lorikeet,common_en,SpeciesMapping_11
3400,species,Vini meeki,scientific,SpeciesMapping_11
3400,species,meelor1,ml_species_code,SpeciesMapping_11
3401,species,Palm Lorikeet,common_en,SpeciesMapping_11
3401,species,Vini palmarum,scientific,SpeciesMapping_11
3401,species,pallor1,ml_species_code,SpeciesMapping_11
3402,species,Charmosyna papou,scientific,SpeciesMapping_11
3402,species,West Papuan Lorikeet,common_en,SpeciesMapping_11
3402,species,paplor1,ml_species_code,SpeciesMapping_11
3403,species,Charmosyna placentis,scientific,SpeciesMapping_11
3404,species,Charmosyna pulchella,scientific,SpeciesMapping_11
3405,species,Red-chinned Lorikeet,common_en,SpeciesMapping_11
3405,species,Vini rubrigularis,scientific,SpeciesMapping_11
3405,species,reclor1,ml_species_code,SpeciesMapping_11
3406,species,Charmosyna stellae,scientific,SpeciesMapping_11
3406,species,Stella's Lorikeet,common_en,SpeciesMapping_11
3406,species,paplor3,ml_species_code,SpeciesMapping_11
3407,species,Charmosynoides margarethae,scientific,SpeciesMapping_11
3408,species,Charmosynopsis pulchella,scientific,SpeciesMapping_11
3408,species,Fairy Lorikeet,common_en,SpeciesMapping_11
3408,species,failor1,ml_species_code,SpeciesMapping_11
3409,species,Chasiempis ibidis,scientific,SpeciesMapping_11
3409,species,Oahu Elepaio,common_en,SpeciesMapping_11
3409,species,elepai4,ml_species_code,SpeciesMapping_11
3410,species,Chasiempis sandwichensis,scientific,SpeciesMapping_11
3410,species,Hawaii Elepaio,common_en,SpeciesMapping_11
3410,species,elepai,ml_species_code,SpeciesMapping_11
3411,species,Chasiempis sclateri,scientific,SpeciesMapping_11
3411,species,Kauai Elepaio,common_en,SpeciesMapping_11
3411,species,elepai5,ml_species_code,SpeciesMapping_11
3412,species,Chauliognathus marginatus,scientific,SpeciesMapping_11
3413,species,Chauna chavaria,scientific,SpeciesMapping_11
3413,species,Northern Screamer,common_en,SpeciesMapping_11
3413,species,norscr1,ml_species_code,SpeciesMapping_11
3414,species,Chauna torquata,scientific,SpeciesMapping_11
3414,species,Southern Screamer,common_en,SpeciesMapping_11
3414,species,souscr1,ml_species_code,SpeciesMapping_11
3415,species,Cheiromeles parvidens,scientific,SpeciesMapping_11
3416,species,Chelapsalta myoporae,scientific,SpeciesMapping_11
3417,species,Chelapsalta puer,scientific,SpeciesMapping_11
3418,species,Chelictinia riocourii,scientific,SpeciesMapping_11
3418,species,Scissor-tailed Kite,common_en,SpeciesMapping_11
3418,species,sctkit1,ml_species_code,SpeciesMapping_11
3419,species,Chelidoptera tenebrosa,scientific,SpeciesMapping_11
3419,species,Swallow-winged Puffbird,common_en,SpeciesMapping_11
3419,species,swwpuf1,ml_species_code,SpeciesMapping_11
3420,species,Chelidorhynx hypoxanthus,scientific,SpeciesMapping_11
3420,species,Yellow-bellied Fairy-Fantail,common_en,SpeciesMapping_11
3420,species,yebfan1,ml_species_code,SpeciesMapping_11
3421,species,Chelonia mydas,scientific,SpeciesMapping_11
3422,species,Chelonoidis niger,scientific,SpeciesMapping_11
3422,species,Chelonoidis nigra,scientific,SpeciesMapping_11
3422,species,Galapagos Tortoise,common_en,SpeciesMapping_11
3422,species,t-11774513,ml_species_code,SpeciesMapping_11
3424,species,Chenonetta jubata,scientific,SpeciesMapping_11
3424,species,Maned Duck,common_en,SpeciesMapping_11
3424,species,manduc1,ml_species_code,SpeciesMapping_11
3425,species,Chenopodium album,scientific,SpeciesMapping_11
3426,species,Cheracebus lucifer,scientific,SpeciesMapping_11
3427,species,Cheramoeca leucosterna,scientific,SpeciesMapping_11
3427,species,White-backed Swallow,common_en,SpeciesMapping_11
3427,species,whbswa3,ml_species_code,SpeciesMapping_11
3428,species,Cherax destructor,scientific,SpeciesMapping_11
3428,species,Common yabby,common_en,SpeciesMapping_11
3428,species,t-12042117,ml_species_code,SpeciesMapping_11
3429,species,Chersomanes albofasciata,scientific,SpeciesMapping_11
3429,species,Spike-heeled Lark,common_en,SpeciesMapping_11
3429,species,sphlar12,ml_species_code,SpeciesMapping_11
3430,species,Beesley's Lark,common_en,SpeciesMapping_11
3430,species,Chersomanes beesleyi,scientific,SpeciesMapping_11
3430,species,beelar1,ml_species_code,SpeciesMapping_11
3431,species,Chersophilus duponti,scientific,SpeciesMapping_11
3431,species,Dupont's Lark,common_en,SpeciesMapping_11
3431,species,duplar1,ml_species_code,SpeciesMapping_11
3432,species,Chiasmocleis avilapiresae,scientific,SpeciesMapping_11
3433,species,Chiasmocleis bassleri,scientific,SpeciesMapping_11
3434,species,Chiasmocleis haddadi,scientific,SpeciesMapping_11
3435,species,Chiasmocleis hudsoni,scientific,SpeciesMapping_11
3435,species,t-11121682,ml_species_code,SpeciesMapping_11
3436,species,Chiasmocleis jacki,scientific,SpeciesMapping_11
3437,species,Chiasmocleis royi,scientific,SpeciesMapping_11
3437,species,t-12038056,ml_species_code,SpeciesMapping_11
3438,species,Chiasmocleis shudikarensis,scientific,SpeciesMapping_11
3438,species,t-11110603,ml_species_code,SpeciesMapping_11
3439,species,Chiasmocleis ventrimaculata,scientific,SpeciesMapping_11
3439,species,t-11135895,ml_species_code,SpeciesMapping_11
3440,species,Chiasmocleis,scientific,SpeciesMapping_11
3440,species,t-10570529,ml_species_code,SpeciesMapping_11
3441,species,Chilecicada occidentis,scientific,SpeciesMapping_11
3442,species,Chilecicada partemporaria,scientific,SpeciesMapping_11
3443,species,Chilecicada viridicitata,scientific,SpeciesMapping_11
3444,species,Crag Chilia,common_en,SpeciesMapping_11
3444,species,Ochetorhynchus melanurus,scientific,SpeciesMapping_11
3444,species,crachi1,ml_species_code,SpeciesMapping_11
3445,species,Chilomycterus atringa,scientific,SpeciesMapping_11
3445,species,Porcupine fish,common_en,SpeciesMapping_11
3445,species,t-10927689,ml_species_code,SpeciesMapping_11
3446,species,Chilomycterus schoepfii,scientific,SpeciesMapping_11
3446,species,burrfish,common_en,SpeciesMapping_11
3446,species,t-10953265,ml_species_code,SpeciesMapping_11
3447,species,Chimaphila maculata,scientific,SpeciesMapping_11
3448,species,Chimaphila umbellata,scientific,SpeciesMapping_11
3449,species,Chimarocephala pacifica,scientific,SpeciesMapping_11
3450,species,Chimerella mariaelenae,scientific,SpeciesMapping_11
3451,species,Chinavia pensylvanica,scientific,SpeciesMapping_11
3452,species,Chinnandectes neenan,scientific,SpeciesMapping_11
3453,species,Chionis albus,scientific,SpeciesMapping_11
3453,species,Snowy Sheathbill,common_en,SpeciesMapping_11
3453,species,snoshe2,ml_species_code,SpeciesMapping_11
3454,species,Black-faced Sheathbill,common_en,SpeciesMapping_11
3454,species,Chionis minor,scientific,SpeciesMapping_11
3454,species,blfshe1,ml_species_code,SpeciesMapping_11
3455,species,Chionomesa fimbriata,scientific,SpeciesMapping_11
3455,species,Glittering-throated Emerald,common_en,SpeciesMapping_11
3455,species,glteme1,ml_species_code,SpeciesMapping_11
3456,species,Chionomesa lactea,scientific,SpeciesMapping_11
3456,species,Sapphire-spangled Emerald,common_en,SpeciesMapping_11
3456,species,saseme1,ml_species_code,SpeciesMapping_11
3457,species,Chirixalus doriae,scientific,SpeciesMapping_11
3458,species,Chirixalus trilaksonoi,scientific,SpeciesMapping_11
3459,species,Chiroderma villosum,scientific,SpeciesMapping_11
3460,species,Chiromantis nongkhorensis,scientific,SpeciesMapping_11
3460,species,t-11113248,ml_species_code,SpeciesMapping_11
3461,species,Feihyla vittiger,scientific,SpeciesMapping_11
3462,species,Chiromantis xerampelina,scientific,SpeciesMapping_11
3463,species,Chiromantis,scientific,SpeciesMapping_11
3463,species,t-10577249,ml_species_code,SpeciesMapping_11
3464,species,Chiropotes albinasus,scientific,SpeciesMapping_11
3464,species,t-11057535,ml_species_code,SpeciesMapping_11
3464,species,white-nosed bearded saki,common_en,SpeciesMapping_11
3465,species,Chiropotes chiropotes,scientific,SpeciesMapping_11
3465,species,Red-backed Bearded Saki,common_en,SpeciesMapping_11
3465,species,t-12032874,ml_species_code,SpeciesMapping_11
3466,species,Chiropotes sagulatus,scientific,SpeciesMapping_11
3467,species,Chiropotes satanas,scientific,SpeciesMapping_11
3467,species,brown-bearded saki,common_en,SpeciesMapping_11
3467,species,t-11055912,ml_species_code,SpeciesMapping_11
3468,species,Chiropotes utahicki,scientific,SpeciesMapping_11
3469,species,Bats,common_en,SpeciesMapping_11
3469,species,Chiroptera,scientific,SpeciesMapping_11
3469,species,t-10529971,ml_species_code,SpeciesMapping_11
3471,species,Chiroxiphia boliviana,scientific,SpeciesMapping_11
3471,species,Yungas Manakin,common_en,SpeciesMapping_11
3471,species,yunman1,ml_species_code,SpeciesMapping_11
3472,species,Chiroxiphia caudata,scientific,SpeciesMapping_11
3472,species,Swallow-tailed Manakin,common_en,SpeciesMapping_11
3472,species,swtman1,ml_species_code,SpeciesMapping_11
3474,species,Chiroxiphia lanceolata,scientific,SpeciesMapping_11
3474,species,Lance-tailed Manakin,common_en,SpeciesMapping_11
3474,species,latman1,ml_species_code,SpeciesMapping_11
3475,species,Chiroxiphia linearis,scientific,SpeciesMapping_11
3475,species,Long-tailed Manakin,common_en,SpeciesMapping_11
3475,species,lotman1,ml_species_code,SpeciesMapping_11
3476,species,Blue-backed Manakin,common_en,SpeciesMapping_11
3476,species,Chiroxiphia pareola,scientific,SpeciesMapping_11
3476,species,blbman1,ml_species_code,SpeciesMapping_11
3477,species,Chlamydera cerviniventris,scientific,SpeciesMapping_11
3477,species,Fawn-breasted Bowerbird,common_en,SpeciesMapping_11
3477,species,fabbow1,ml_species_code,SpeciesMapping_11
3478,species,Chlamydera guttata,scientific,SpeciesMapping_11
3478,species,Western Bowerbird,common_en,SpeciesMapping_11
3478,species,wesbow1,ml_species_code,SpeciesMapping_11
3479,species,Chlamydera lauterbachi,scientific,SpeciesMapping_11
3479,species,Yellow-breasted Bowerbird,common_en,SpeciesMapping_11
3479,species,yebbow1,ml_species_code,SpeciesMapping_11
3480,species,Chlamydera maculata,scientific,SpeciesMapping_11
3480,species,Spotted Bowerbird,common_en,SpeciesMapping_11
3480,species,spobow1,ml_species_code,SpeciesMapping_11
3481,species,Chlamydera nuchalis,scientific,SpeciesMapping_11
